sample	CHUG	LE17	RCA23	HTCC2083	HTCC2150	HTCC2255	SB2	HIMB11	Depth	Latitude	Salinity	Temperature	Oxygen	NO3	NO2	NO2NO3	PO4	Si	Density	Fluorescence	ChlorophyllA	Carbon.total
ERR3586769	0.01667	0.000031	0.00054	0.001631	0.000207	0.000909	0.000168	0.000476	125	25.6168	36.17927	24.961605	193.38225	0	0.0175	0.0615		1.168	24.25287	1.681699	0.114913	0.0189
ERR3586776	0.017349	0.000019	0.000445	0.002219	0.000071	0.000297	0.000133	0.000622	40	29.851	36.22118	24.82846	194.382	0.580043	0.0415	0.0565	0.001	1.23	24.319345	1.698639	0.096165	0.0112
ERR3586778	0.017412	0.000015	0.000501	0.002112	0.000052	0.000373	0.000142	0.000599	40	29.851	36.22118	24.82846	194.382	0.580043	0.0415	0.0565	0.001	1.23	24.319345	1.698639	0.096165	0.0112
ERR3586779	0.017668	0.000025	0.000567	0.002217	0.000069	0.000337	0.000139	0.000467	40	29.851	36.22118	24.82846	194.382	0.580043	0.0415	0.0565	0.001	1.23	24.319345	1.698639	0.096165	0.0112
ERR3586777	0.017281	0.000029	0.000481	0.0022	0.000044	0.000313	0.000113	0.000564	40	29.851	36.22118	24.82846	194.382	0.580043	0.0415	0.0565	0.001	1.23	24.319345	1.698639	0.096165	0.0112
ERR3587024	0.016143	0.000033	0.000544	0.001681	0.000202	0.000933	0.000115	0.000556	125	25.6168	36.17927	24.961605	193.38225	0	0.0175	0.0615		1.168	24.25287	1.681699	0.114913	0.0189
ERR3587111	0.012944	0.000021	0.000117	0.000431	0.000346	0.0005	0.000188	0.000359	5	39.2305	35.12152	13.993715	236.78925	5.013141	0.093	3.7925	0.33275	2.41425	26.282555	2.515102	0.169817	0.10205
ERR3587022	0.004437	0.000092	0.000249	0.012798	0.000508	0.000442	0.000384	0.135978	5	9.8481	34.80515	27.1673	195.502875	0	0.00205	5.00E-04	0.0132	1.1195	22.518037	1.82175	0.094165	
ERR3586770	0.004092	0.00002	0.000576	0.001603	0.000228	0.000912	0.000107	0.00043	125	25.6168	36.17927	24.961605	193.38225	0	0.0175	0.0615		1.168	24.25287	1.681699	0.114913	0.0189
ERR3587182	0.003505	0.000022	0.000451	0.000187	0.000096	0.000222	0.000139	0.000208	5	35.9346	36.285292	17.627142	229.368083	0.120853	0.0355	0.1695	0.0055	0.8358	26.349408	1.79022	0.191003	
ERR3587110	0.003388	0.000036	0.000416	0.000198	0.000085	0.00021	0.000147	0.000213	5	35.9346	36.285292	17.627142	229.368083	0.120853	0.0355	0.1695	0.0055	0.8358	26.349408	1.79022	0.191003	
ERR3587105	0.001855	0.000059	0.000492	0.001648	0.000112	0.000456	0.002102	0.001607	5	43.6792	35.99167	14.31675	242.8405	3.209219	0.3105	2.159	0.1595	1.236	26.88634	1.931107	0.191493	
ERR3586984	0.001721	0.000057	0.000504	0.001656	0.00012	0.00041	0.002104	0.001737	5	43.6792	35.99167	14.31675	242.8405	3.209219	0.3105	2.159	0.1595	1.236	26.88634	1.931107	0.191493	
ERR3587023	0.001665	0.000036	0.000283	0.0024	0.000123	0.000317	0.000156	0.011424	5	25.5264	36.177285	24.98456	195.54125	0	0.0195	0.049	0.003	1.218	24.236425	1.604851	0.123459	0.018
ERR3586781	0.001565	0.000019	0.000236	0.000795	0.000092	0.000419	0.000129	0.000485	80	36.1811	36.182395	16.74703	228.11655	1.005795	0.0415	0.142	0.022	0.6335	26.48531	1.900875	0.16463	
ERR3586780	0.001617	0.000028	0.000245	0.000817	0.000088	0.000399	0.000123	0.00047	80	36.1811	36.182395	16.74703	228.11655	1.005795	0.0415	0.142	0.022	0.6335	26.48531	1.900875	0.16463	
ERR3586783	0.001532	0.000029	0.000236	0.000863	0.000091	0.000432	0.000177	0.000515	80	36.1811	36.182395	16.74703	228.11655	1.005795	0.0415	0.142	0.022	0.6335	26.48531	1.900875	0.16463	
ERR3586782	0.001413	0.000022	0.000209	0.000806	0.000102	0.000385	0.000158	0.000507	80	36.1811	36.182395	16.74703	228.11655	1.005795	0.0415	0.142	0.022	0.6335	26.48531	1.900875	0.16463	
ERR3586731	0.000762	0.000847	0.002924	0.001182	0.000301	0.046075	0.028689	0.002597	5	54.5305	35.32522	11.09547	271.064125	4.467439	0.237125	8.035625	0.401861	0.967928	27.01156	1.773811	0.772148	0.1019
ERR3587030	0.001438	0.000037	0.000233	0.000797	0.000095	0.00039	0.000105	0.000521	80	36.1811	36.182395	16.74703	228.11655	1.005795	0.0415	0.142	0.022	0.6335	26.48531	1.900875	0.16463	
ERR3586708	0.000742	0.000773	0.0026	0.001083	0.000245	0.044777	0.028291	0.00238	5	54.5305	35.32522	11.09547	271.064125	4.467439	0.237125	8.035625	0.401861	0.967928	27.01156	1.773811	0.772148	0.1019
ERR3586732	0.000461	0.000361	0.001296	0.000776	0.000224	0.061858	0.014463	0.00163	40	54.5451	35.335155	10.79018	266.473125	7.129639	0.071	10.158	0.566253	3.554362	27.07531	1.814179	0.789471	0.0298
ERR3586709	0.000499	0.000388	0.001238	0.000802	0.000206	0.060003	0.013852	0.001503	40	54.5451	35.335155	10.79018	266.473125	7.129639	0.071	10.158	0.566253	3.554362	27.07531	1.814179	0.789471	0.0298
ERR3586983	0.000469	0.000034	0.000592	0.00076	0.000072	0.000401	0.000164	0.000754	40	35.8427	36.285033	17.585567	229.097917	0.61356	0.04	0.1745	0	0.8423	26.360683	1.79022	0.21402	
ERR3587104	0.000449	0.000041	0.000666	0.000737	0.00009	0.00046	0.000168	0.000686	40	35.8427	36.285033	17.585567	229.097917	0.61356	0.04	0.1745	0	0.8423	26.360683	1.79022	0.21402	
ERR3587050	0.06269	0.000037	0.000377	0.000141	0.00005	0.000466	0.000102	0.000176	800	-20.9315	34.369569	4.664275	191.413187	33.940795					27.220344	2.821232	0	0
ERR3587047	0.031609	0.000037	0.000679	0.003768	0.00004	0.001908	0.00022	0.000464	5	-8.7789	36.41678	25.064425	199.135	0.416799	0.003	0.018	0.104	0.868	24.393095	1.77348	0.104143	0.0018
ERR3587049	0.028048	0.00001	0.000774	0.00065	0.000029	0.000607	0.000387	0.000464	150	-21.0292	36.61951	21.16596	200.32465	0.218613	0.047654	0	0.051522	0.712116	25.68731	1.931379	0.103558	0.00245
ERR3586947	0.01861	0.000024	0.000411	0.000126	0.000054	0.000446	0.000099	0.000218	800	-20.9315	34.369569	4.664275	191.413187	33.940795					27.220344	2.821232	0	0
ERR3587045	0.009751	0.000168	0.010788	0.008839	0.000353	0.001076	0.000247	0.00055	800	-20.4075	34.446963	4.188237	161.92525	36.675625	0.01	36.73	2.522	44.86	27.333325	3.251941	0	
ERR3586942	0.008963	0.000197	0.010318	0.009524	0.000322	0.001132	0.000217	0.000549	800	-20.4075	34.446963	4.188237	161.92525	36.675625	0.01	36.73	2.522	44.86	27.333325	3.251941	0	
ERR3587137	0.012201	0.002326	0.022544	0.003091	0.00038	0.88716	0.001909	0.000289	40	-47.2007	34.05055	7.154875	306.1555	18.047311	0.1185	18.525	1.356	2.661	26.649733	2.133364	0.507313	
ERR3587195	0.01228	0.002613	0.022476	0.004234	0.000481	0.884616	0.001975	0.000378	5	-47.1863	34.05025	7.579417	303.147667	18.434187	0.146	18.005	1.302	1.945	26.589567	2.128396	0.426587	
ERR3587196	0.009051	0.002216	0.021811	0.002813	0.0004	0.893611	0.001735	0.000283	40	-47.2007	34.05055	7.154875	306.1555	18.047311	0.1185	18.525	1.356	2.661	26.649733	2.133364	0.507313	
ERR3586944	0.004117	0.000033	0.000727	0.004163	0.000061	0.001936	0.000238	0.000467	5	-8.7789	36.41678	25.064425	199.135	0.416799	0.003	0.018	0.104	0.868	24.393095	1.77348	0.104143	0.0018
ERR3586946	0.004216	0.000023	0.000799	0.000745	0.000034	0.000554	0.000344	0.000484	150	-21.0292	36.61951	21.16596	200.32465	0.218613	0.047654	0	0.051522	0.712116	25.68731	1.931379	0.103558	0.00245
ERR3587046	0.003373	0.000035	0.001255	0.001865	0.000075	0.000537	0.000287	0.000528	5	-9.3	36.37005	23.8044	201.167125	0	0.009	0.035	0.127	1.473	24.737612	1.876613	0.141003	0.0058
ERR3586943	0.003264	0.000029	0.001375	0.002035	0.000085	0.000511	0.000293	0.000493	5	-9.3	36.37005	23.8044	201.167125	0	0.009	0.035	0.127	1.473	24.737612	1.876613	0.141003	0.0058
ERR3586941	0.002975	0.000016	0.000567	0.001536	0.000041	0.000724	0.000441	0.00144	5	-20.4091	36.35839	19.77001	215.2007	1.763081	0.0465	0.8015	0.309	1.1485	25.859525	2.071928	0.117466	0.0103
ERR3587044	0.003051	0.000022	0.000557	0.001408	0.000018	0.000711	0.000416	0.001294	5	-20.4091	36.35839	19.77001	215.2007	1.763081	0.0465	0.8015	0.309	1.1485	25.859525	2.071928	0.117466	0.0103
ERR3586949	0.001128	0.035444	0.275051	0.061149	0.001175	3.443845	0.037476	0.000816	5	-54.3739	33.254213	7.12605	294.22875	13.592516	0.198	10.86	1.176	0.936	26.02655	2.970999	0.308897	
ERR3587053	0.001078	0.035484	0.271524	0.060277	0.001237	3.418883	0.037073	0.000873	5	-54.3739	33.254213	7.12605	294.22875	13.592516	0.198	10.86	1.176	0.936	26.02655	2.970999	0.308897	
ERR3586998	0.001039	0.033477	0.25668	0.056987	0.001116	3.454339	0.035469	0.000713	5	-54.3739	33.254213	7.12605	294.22875	13.592516	0.198	10.86	1.176	0.936	26.02655	2.970999	0.308897	
ERR1001626	0.001463	0.000042	0.000172	0.000549	0.000016	0.001045	0.000942	0.000326	5	-20.9354	37.076575	23.374825	206.23185	0.185971	0.001404	0	0.055883	0.814172	25.40018	1.636802	0.055113	0.0019
ERR3587134	0.001351	0.000083	0.000228	0.000583	0.000036	0.000427	0.00098	0.000342	5	-20.9354	37.076575	23.374825	206.23185	0.185971	0.001404	0	0.055883	0.814172	25.40018	1.636802	0.055113	0.0019
ERR3587136	0.001338	0.002671	0.023606	0.004451	0.000464	0.860621	0.002085	0.000429	5	-47.1863	34.05025	7.579417	303.147667	18.434187	0.146	18.005	1.302	1.945	26.589567	2.128396	0.426587	
ERR3586945	0.001254	0.000055	0.001491	0.000861	0.000045	0.000784	0.000149	0.000462	100	-8.7296	36.588225	23.630095	190.5966	1.049606	0.011	0.044	0.143	1.284	24.96531	2.171779	0.242586	0.0086
ERR3587095	0.001102	0.000043	0.000882	0.000645	0.000103	0.000576	0.000549	0.000817	5	-31.0266	35.686585	16.8632	234.4763	1.103865	0.201	0.939	0.1455	1.9865	26.07437	1.951133	0.309005	0.01515
ERR3586973	0.001079	0.000054	0.000609	0.000655	0.00009	0.00048	0.000241	0.000787	5	-31.0266	35.686585	16.8632	234.4763	1.103865	0.201	0.939	0.1455	1.9865	26.07437	1.951133	0.309005	0.01515
ERR3587048	0.001212	0.000053	0.001326	0.000753	0.000037	0.000698	0.000181	0.0004	100	-8.7296	36.588225	23.630095	190.5966	1.049606	0.011	0.044	0.143	1.284	24.96531	2.171779	0.242586	0.0086
ERR3586996	0.000859	0.014668	0.11936	0.016212	0.000332	0.595395	0.613198	0.001257	5	-32.2401	34.870735	13.04322	252.63145	1.264607					26.28407	4.093218	0.765222	2.1997
ERR3587043	0.00068	0.015244	0.126051	0.016797	0.000412	0.577259	0.62468	0.001349	5	-32.2401	34.870735	13.04322	252.63145	1.264607					26.28407	4.093218	0.765222	2.1997
ERR3586940	0.000751	0.015286	0.126668	0.016857	0.000376	0.592137	0.617562	0.001111	5	-32.2401	34.870735	13.04322	252.63145	1.264607					26.28407	4.093218	0.765222	2.1997
ERR1001627	0.000977	0.000026	0.000202	0.00061	0.000062	0.000465	0.000356	0.000432	5	-30.1367	36.32553	20.07775	221.13845	0.025333	0	0.026	0	0.749	25.754115	1.674628	0.066207	0.0054
ERR3587135	0.000821	0.000013	0.000123	0.000648	0.000071	0.000501	0.000416	0.000478	5	-30.1367	36.32553	20.07775	221.13845	0.025333	0	0.026	0	0.749	25.754115	1.674628	0.066207	0.0054
ERR3586997	0.000461	0.003232	0.028635	0.001474	0.000274	0.262976	0.137988	0.002362	35	-44.5913	34.80505	13.506225	256.63475	2.810686	0.132	3.359	0.412	1.296	26.14055	2.487277	0.291964	
ERR3587052	0.00041	0.003385	0.030869	0.001598	0.000274	0.259307	0.144979	0.00239	35	-44.5913	34.80505	13.506225	256.63475	2.810686	0.132	3.359	0.412	1.296	26.14055	2.487277	0.291964	
ERR3586974	0.000476	0.000046	0.001143	0.000472	0.000052	0.000487	0.000116	0.000377	50	-31.027	35.68407	16.74878	231.9774	0.904785	0.285	1.08	0.227	2.436	26.101325	2.011787	0.325714	0.0183
ERR3587098	0.000472	0.000909	0.005075	0.003955	0.000177	0.027178	0.382154	0.001064	5	-40.6511	35.622685	19.93457	222.4663	0	0	0.048	0	1.039	25.25528	2.129288	0.13213	0.0309
ERR3587096	0.000485	0.000053	0.001917	0.000478	0.000053	0.000489	0.000124	0.00038	50	-31.027	35.68407	16.74878	231.9774	0.904785	0.285	1.08	0.227	2.436	26.101325	2.011787	0.325714	0.0183
ERR3586976	0.000431	0.000775	0.004762	0.004183	0.0002	0.026442	0.371727	0.001071	5	-40.6511	35.622685	19.93457	222.4663	0	0	0.048	0	1.039	25.25528	2.129288	0.13213	0.0309
ERR3586789	0.000417	0.0029	0.025578	0.001343	0.00019	0.257463	0.133737	0.00194	35	-44.5913	34.80505	13.506225	256.63475	2.810686	0.132	3.359	0.412	1.296	26.14055	2.487277	0.291964	
ERR3587051	0.000482	0.002949	0.023798	0.001763	0.000206	0.188708	0.119582	0.001864	5	-44.5342	34.793925	13.6805	255.26575	2.439627	0.115	3.081	0.429	1.173	26.0944	2.472372	0.233632	
ERR3586948	0.000401	0.002904	0.024912	0.001793	0.000211	0.188408	0.122301	0.00197	5	-44.5342	34.793925	13.6805	255.26575	2.439627	0.115	3.081	0.429	1.173	26.0944	2.472372	0.233632	
ERR3586790	0.00043	0.002926	0.024659	0.001453	0.00015	0.252669	0.132217	0.001656	35	-44.5913	34.80505	13.506225	256.63475	2.810686	0.132	3.359	0.412	1.296	26.14055	2.487277	0.291964	
ERR3586792	0.00039	0.002595	0.024758	0.001569	0.00015	0.251547	0.13167	0.001841	35	-44.5913	34.80505	13.506225	256.63475	2.810686	0.132	3.359	0.412	1.296	26.14055	2.487277	0.291964	
ERR3586791	0.000341	0.002406	0.02432	0.001181	0.000239	0.252798	0.12981	0.001842	35	-44.5913	34.80505	13.506225	256.63475	2.810686	0.132	3.359	0.412	1.296	26.14055	2.487277	0.291964	
ERR3586975	0.000419	0.000008	0.000072	0.000775	0.000032	0.000297	0.000076	0.000386	120	-30.1484	36.27746	19.32335	216.6547	0.085111	0.053	0.104	0	0.319	25.920365	1.943116	0.16855	0.0064
ERR3587097	0.000422	0.000006	0.000104	0.000688	0.000038	0.000339	0.000069	0.000343	120	-30.1484	36.27746	19.32335	216.6547	0.085111	0.053	0.104	0	0.319	25.920365	1.943116	0.16855	0.0064
ERR3586994	0.074087	0.000233	0.00038	0.011778	0.000321	0.000921	0.00039	0.695208	5	-16.8084	34.4863	28.2729	192.5495	0	0.006	0.062	0.096	2.436	21.9195	0.9475		0.0072
ERR3587038	0.071503	0.000298	0.000429	0.012865	0.000324	0.001145	0.000421	0.72714	5	-16.8084	34.4863	28.2729	192.5495	0	0.006	0.062	0.096	2.436	21.9195	0.9475		0.0072
ERR1328123	0.118073	0.000011	0.000069	0.001289	0.000044	0.00029	0.000109	0.000475	25	18.5839	36.40162	26.692435	187.47615	0	0.011	0.0675	0.2465	1.2415	23.87718	1.43775	0.196803	0.00545
ERR3587163	0.112415	0.000009	0.00129	0.000158	0.000031	0.000165	0.000125	0.000506	600	20.8457	35.672725	11.984006	2.81625	31.290804					27.130513	2.6925	0.008026	0
ERR3587145	0.110286	0.000021	0.001276	0.000187	0.000038	0.000187	0.000127	0.00051	600	20.8457	35.672725	11.984006	2.81625	31.290804					27.130513	2.6925	0.008026	0
ERR3586785	0.064414	0.000181	0.000366	0.010211	0.000257	0.000778	0.000368	0.600373	5	-16.8084	34.4863	28.2729	192.5495	0	0.006	0.062	0.096	2.436	21.9195	0.9475		0.0072
ERR3586788	0.062772	0.000202	0.000296	0.010839	0.000306	0.000755	0.000293	0.589415	5	-16.8084	34.4863	28.2729	192.5495	0	0.006	0.062	0.096	2.436	21.9195	0.9475		0.0072
ERR3586787	0.062608	0.00018	0.000354	0.010541	0.000205	0.000702	0.000252	0.588424	5	-16.8084	34.4863	28.2729	192.5495	0	0.006	0.062	0.096	2.436	21.9195	0.9475		0.0072
ERR3586786	0.062059	0.00018	0.000298	0.010538	0.000276	0.000654	0.000341	0.586112	5	-16.8084	34.4863	28.2729	192.5495	0	0.006	0.062	0.096	2.436	21.9195	0.9475		0.0072
ERR1328124	0.08161	0.000013	0.000061	0.00094	0.000044	0.000306	0.000148	0.000442	25	18.5839	36.40162	26.692435	187.47615	0	0.011	0.0675	0.2465	1.2415	23.87718	1.43775	0.196803	0.00545
ERR3587157	0.035504	0	0.000485	0.000607	0.000123	0.000941	0.000288	0.003646	5	-16.957	34.54545	27.956483	191.628083	0.532471	0	0	0.119	2.666	22.067625	0.977083	0.134305	0.0022
ERR3587132	0.035017	0.000015	0.000628	0.000914	0.00007	0.000897	0.00036	0.003617	5	-16.957	34.54545	27.956483	191.628083	0.532471	0	0	0.119	2.666	22.067625	0.977083	0.134305	0.0022
ERR3587194	0.036983	0.00003	0.001518	0.000237	0.000088	0.001207	0.000107	0.000121	270	18.7341	35.907681	15.553795	3.12405	18.560166	2.074	21.22	2.64	38.62	26.565675	2.75675	0.007712	0
ERR3587093	0.029308	0.000311	0.000237	0.004384	0.000139	0.000568	0.000239	0.517435	5	4.6599	34.493275	29.938975	190.26525	0	0.004	0.0265	0.0705	1.8285	21.37115	1.0525	0.186844	0.01135
ERR3587146	0.035056	0.000013	0.000645	0.00031	0.000038	0.000559	0.000021	0.000195	340	19.0351	36.014205	14.901445	2.9502	22.18992	0.691	23.43	2.639	38.94	26.787485	2.791	0.002565	0
ERR3586970	0.028344	0.000281	0.000213	0.004461	0.00013	0.000533	0.000237	0.50338	5	4.6599	34.493275	29.938975	190.26525	0	0.004	0.0265	0.0705	1.8285	21.37115	1.0525	0.186844	0.01135
ERR3587131	0.032601	0.000012	0.00038	0.002496	0.000036	0.000294	0.0001	0.000366	5	-2.0465	34.91195	30.15995	187.3595	0	0.001	0.018	0.093	2.284	21.60515	0.855	0.110314	7.00E-04
ERR3587150	0.029413	0.000011	0.000141	0.000389	0.000056	0.000314	0.000104	0.000282	60	14.5536	36.503531	27.374181	164.440063	0	0.2375	7.847	0.846	3.5765	23.734719	1.377813	0.166581	0.01485
ERR3587155	0.023641	0.000013	0.000728	0.000283	0.00004	0.000539	0.000036	0.000228	340	19.0351	36.014205	14.901445	2.9502	22.18992	0.691	23.43	2.639	38.94	26.787485	2.791	0.002565	0
ERR3587133	0.019593	0.000047	0.000535	0.000994	0.000061	0.001603	0.000219	0.000441	75	-16.9534	34.896833	25.212642	194.81775	0.532471	0.032	0.4675	0.159	2.824	23.203642	1.180417	0.228414	0.0091
ERR3586971	0.02336	0.000007	0.00028	0.004058	0.000031	0.000396	0.00012	0.00088	5	2.815	35.04006	30.520165	187.75135	0	0.0045	0.044	0.1225	2.2655	21.576255	0.97225	0.042015	0
ERR3587158	0.016688	0.000048	0.000342	0.001023	0.000066	0.001566	0.000196	0.000487	75	-16.9534	34.896833	25.212642	194.81775	0.532471	0.032	0.4675	0.159	2.824	23.203642	1.180417	0.228414	0.0091
ERR3587156	0.02042	0.00001	0.000191	0.000381	0.00007	0.000319	0.000126	0.000276	60	14.5536	36.503531	27.374181	164.440063	0	0.2375	7.847	0.846	3.5765	23.734719	1.377813	0.166581	0.01485
ERR3587041	0.019126	0.000009	0.000342	0.006227	0.000051	0.000598	0.000273	0.003451	5	-13.0833	34.9076	28.9154	193.59375	0.532471					22.0233	1.03875	0.044092	
ERR3587165	0.01767	0.000018	0.000298	0.00214	0.000034	0.000389	0.000081	0.000396	5	-2.0465	34.91195	30.15995	187.3595	0	0.001	0.018	0.093	2.284	21.60515	0.855	0.110314	7.00E-04
ERR3587042	0.009554	0.000009	0.000275	0.006171	0.000342	0.000759	0.000313	0.067412	5	-12.807	34.96295	29.305763	189.6795		0.011375	0	0		21.934312	1.0225	0.104507	0.0178
ERR3586939	0.008776	0.000011	0.000299	0.006768	0.000363	0.000821	0.000327	0.072224	5	-12.807	34.96295	29.305763	189.6795		0.011375	0	0		21.934312	1.0225	0.104507	0.0178
ERR3586969	0.013289	0.00001	0.000633	0.000681	0.000027	0.000308	0.000025	0.000323	80	5.9998	35.044342	27.9561	137.998083	0	0.152	0.741	0.2505	2.7335	22.474092	1.42	0.228999	0.0036
ERR3587092	0.011117	0.000015	0.000987	0.000585	0.000026	0.000338	0.000027	0.000361	80	5.9998	35.044342	27.9561	137.998083	0	0.152	0.741	0.2505	2.7335	22.474092	1.42	0.228999	0.0036
ERR3587148	0.009232	0.000015	0.001144	0.000261	0.000075	0.000819	0.000116	0.000116	270	18.7341	35.907681	15.553795	3.12405	18.560166	2.074	21.22	2.64	38.62	26.565675	2.75675	0.007712	0
ERR3587039	0.003914	0.000007	0.000317	0.004002	0.000079	0.001004	0.000158	0.000434	5	-21.4966	34.949725	27.5493	194.3573	0.583605	0.002	0.026	0.076	2.256	22.503855	0.938625	0.052666	0.0013
ERR3586995	0.00388	0.000015	0.000267	0.003461	0.000061	0.000978	0.000129	0.000334	5	-21.4966	34.949725	27.5493	194.3573	0.583605	0.002	0.026	0.076	2.256	22.503855	0.938625	0.052666	0.0013
ERR3586992	0.003594	0.000045	0.001098	0.00212	0.000039	0.001491	0.000143	0.000091	75	17.4847	35.92706	23.625385	59.30785	13.831074	0.04	15.79	1.5	9.546	24.4576	1.91575	0.060917	9.00E-04
ERR3587035	0.003254	0.000019	0.001094	0.002284	0.000046	0.001244	0.000109	0.000129	75	17.4847	35.92706	23.625385	59.30785	13.831074	0.04	15.79	1.5	9.546	24.4576	1.91575	0.060917	9.00E-04
ERR3586935	0.003315	0.000028	0.000915	0.002241	0.000052	0.000679	0.000117	0.000121	75	17.4847	35.92706	23.625385	59.30785	13.831074	0.04	15.79	1.5	9.546	24.4576	1.91575	0.060917	9.00E-04
ERR3586937	0.003596	0.000007	0.000247	0.003939	0.000067	0.000715	0.000143	0.000387	5	-21.4966	34.949725	27.5493	194.3573	0.583605	0.002	0.026	0.076	2.256	22.503855	0.938625	0.052666	0.0013
ERR3587168	0.002537	0.000005	0.000251	0.001727	0.000093	0.000289	0.000227	0.000624	5	18.5918	36.310588	27.089113	193.065313	0	0.0065	0.0425	0.2335	1.515	23.677262	1.188594	0.115273	0.0035
ERR3586972	0.00338	0.000018	0.000304	0.003444	0.000053	0.000847	0.000167	0.000285	5	-21.5043	34.939958	27.488383	194.433917	0.532471	0	0.138	0.07325	1.8665	22.516108	0.875	0.077188	0.0011
ERR3586938	0.00297	0.00001	0.000316	0.006745	0.00007	0.000524	0.00023	0.003661	5	-13.0833	34.9076	28.9154	193.59375	0.532471					22.0233	1.03875	0.044092	
ERR3587147	0.002353	0.000005	0.000288	0.002223	0.000061	0.000252	0.000253	0.000686	5	18.5918	36.310588	27.089113	193.065313	0	0.0065	0.0425	0.2335	1.515	23.677262	1.188594	0.115273	0.0035
ERR3587040	0.003323	0.000015	0.000287	0.00303	0.000084	0.000939	0.000205	0.000256	5	-21.5043	34.939958	27.488383	194.433917	0.532471	0	0.138	0.07325	1.8665	22.516108	0.875	0.077188	0.0011
ERR3587094	0.002513	0.000003	0.000292	0.003907	0.00003	0.000409	0.000136	0.00087	5	2.815	35.04006	30.520165	187.75135	0	0.0045	0.044	0.1225	2.2655	21.576255	0.97225	0.042015	0
ERR3587091	0.001947	0.000003	0.000288	0.001547	0.000065	0.000624	0.000169	0.000196	5	6.0001	34.56775	30.12785	188.79575	0	0.001	0.022	0.0765	2.171	21.358942	0.966875	0.080016	0.00085
ERR3586936	0.001256	0.000093	0.000167	0.004557	0.000487	0.000525	0.000178	0.303975	5	-0.6625	35.1113	30.12475	185.755	0.436989	0.0045	0.047	0.102	1.947	21.76745	0.93875	0.148923	0.00815
ERR3587037	0.001171	0.000116	0.000148	0.004525	0.000594	0.000555	0.000207	0.301995	5	-0.6625	35.1113	30.12475	185.755	0.436989	0.0045	0.047	0.102	1.947	21.76745	0.93875	0.148923	0.00815
ERR3586993	0.001318	0.000094	0.000194	0.004248	0.000462	0.000559	0.000251	0.290849	5	-0.6625	35.1113	30.12475	185.755	0.436989	0.0045	0.047	0.102	1.947	21.76745	0.93875	0.148923	0.00815
ERR3587149	0.001517	0.000005	0.000308	0.001279	0.000041	0.000484	0.000135	0.000231	5	14.6059	36.0499	29.151544	187.306625	0	0.007	0.057	0.1565	1.3865	22.799819	0.965625	0.092377	0.001
ERR3587169	0.001482	0.000006	0.000282	0.00107	0.000066	0.000524	0.000125	0.000219	5	14.6059	36.0499	29.151544	187.306625	0	0.007	0.057	0.1565	1.3865	22.799819	0.965625	0.092377	0.001
ERR3587090	0.002229	0.000012	0.000451	0.000265	0.000145	0.000509	0.000134	0.000194	285	17.4855	35.90477	15.070405	2.94605	19.610971	1.334	23	2.666	40.6	26.665425	2.685375	0.012842	0
ERR3586968	0.001697	0.000003	0.000276	0.001611	0.000058	0.000649	0.000141	0.000243	5	6.0001	34.56775	30.12785	188.79575	0	0.001	0.022	0.0765	2.171	21.358942	0.966875	0.080016	0.00085
ERR3586967	0.002104	0.000019	0.000372	0.000292	0.000133	0.000438	0.000155	0.000151	285	17.4855	35.90477	15.070405	2.94605	19.610971	1.334	23	2.666	40.6	26.665425	2.685375	0.012842	0
ERR3587087	0.000934	0.000034	0.001651	0.001128	0.000032	0.000757	0.000416	0.001006	5	17.5294	36.22668	27.584135	192.986	0	0.007	0.026	0.27	1.792	23.453275	1.15425	0.131603	0.0011
ERR3586963	0.000832	0.000026	0.001248	0.001149	0.000033	0.00063	0.000204	0.001013	5	17.5294	36.22668	27.584135	192.986	0	0.007	0.026	0.27	1.792	23.453275	1.15425	0.131603	0.0011
ERR3586990	0.175206	0.000073	0.000234	0.000189	0.000073	0.000324	0.028444	0.000357	50	39.3991	38.489083	15.181967	229.908917		0.1055	0.3595		1.354	28.626442	1.845	0.134028	
ERR3586987	0.070234	0.000014	0.000043	0.000007	0.000023	0.000046	0.05288	0.002083	5	35.759	37.89575	21.48665	208.245		0.01833	0.118	0.0256	0.5571	26.565263	1.091875	0.013344	0.0103
ERR1336912	0.035477	0.002009	0.005175	0.00028	0.000654	0.001228	0.71513	0.091704	9	41.6686												
ERR3587081	0.025259	0.000064	0.000664	0.001219	0.000308	0.00094	0.051499	0.001253	5	34.2116	38.414625	21.8213	233.87875						26.866075		0.055739	
ERR3586988	0.024807	0.00006	0.00065	0.000683	0.000342	0.000803	0.045423	0.001124	5	34.2116	38.414625	21.8213	233.87875						26.866075		0.055739	
ERR3587083	0.020262	0.000067	0.000275	0.000283	0.000075	0.000303	0.031168	0.000384	50	39.3991	38.489083	15.181967	229.908917		0.1055	0.3595		1.354	28.626442	1.845	0.134028	
ERR3586989	0.020405	0.000279	0.000803	0.00043	0.000183	0.000478	0.170925	0.050254	30	39.5705	37.963867	16.974267	221.551583		0.025075	0.029	0.010725	1.59855	27.797967	1.646667	0.168962	0.0587
ERR3587080	0.013631	0.000025	0.000019	0.000025	0.000013	0.000063	0.052448	0.002322	5	35.759	37.89575	21.48665	208.245		0.01833	0.118	0.0256	0.5571	26.565263	1.091875	0.013344	0.0103
